거래,계약,고객,근처,금고,금리,금융,기간,기능,내용,답변,대상,대출,대해서,띄워줘,마을,마을금고,방식,보여,보여줘,보호,분류,사용,상담,상품,상품명,상환,서류,설명,세금,세제,센터,소개,시작,안내,알려줘,여부,예금,예금자,위치,은행,이름,장소,정보,제한,조회,종류,지급,지도,지점,직업,질문,추천,클래스,특징,한도,할래,혜택,환급
0.14295716115438695,0.053608935432895105,0.0,0.0,0.0,0.053608935432895105,0.053608935432895105,0.053608935432895105,0.0,0.01786964514429837,0.0,0.01786964514429837,0.08934822572149184,0.03573929028859674,0.0,0.0,0.0,0.07147858057719347,0.0,0.0,0.03573929028859674,0.2859143223087739,0.01786964514429837,0.0,0.6903430407530871,0.4646107737517576,0.053608935432895105,0.03573929028859674,0.03573929028859674,0.01786964514429837,0.03573929028859674,0.0,0.08453180090854127,0.0,0.0,0.17108944529371037,0.03573929028859674,0.10721787086579021,0.03573929028859674,0.0,0.0,0.03573929028859674,0.0,0.25017503202017716,0.053608935432895105,0.03421788905874207,0.09862043439329816,0.053608935432895105,0.0,0.0,0.0,0.0,0.0,0.0,0.16082680629868532,0.07147858057719347,0.0,0.08934822572149184,0.01786964514429837
0.0,0.0,0.0,0.03854812026177237,0.17222009110332578,0.0,0.0,0.0,0.09117534234881952,0.0,0.0,0.0,0.0,0.0,0.030391780782939845,0.1519589039146992,0.20261187188626562,0.0,0.03854812026177237,0.07709624052354475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12156712313175938,0.0,0.24313424626351876,0.00820158860887084,0.0,0.0,0.0,0.19274060130886186,0.03854812026177237,0.0,0.05139749368236317,0.0,0.0,0.1230238291330626,0.0,0.0,0.4497280697206777,0.7452636583942659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5452665063145176,0.0,0.045252039639794656,0.0,0.0,0.0,0.15838213873928128,0.0,0.08609471152334489,0.0,0.0,0.0,0.05656504954974331,0.045252039639794656,0.13575611891938397,0.0,0.0,0.0,0.0,0.0,0.0,0.487870031965621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1434911858722415,0.0,0.028698237174448294,0.045252039639794656,0.009158856521651576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13738284782477367,0.0,0.0,0.0,0.0,0.0,0.6026629806634142,0.0,0.0,0.0,0.0,0.028698237174448294,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43496671662761854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10874167915690464,0.0,0.0,0.0,0.1379250316243545,0.0,0.6896251581217725,0.551700126497418,0.0,0.0,0.0,0.0,0.0
